Year, Number of Households
800, 8
801, 8
802, 8
803, 8
804, 8
805, 8
806, 8
807, 9
808, 8
809, 8
810, 8
811, 7
812, 7
813, 8
814, 9
815, 8
816, 8
817, 7
818, 7
819, 7
820, 7
821, 7
822, 6
823, 6
824, 7
825, 7
826, 7
827, 7
828, 7
829, 8
830, 8
831, 8
832, 8
833, 9
834, 10
835, 10
836, 10
837, 12
838, 12
839, 12
840, 13
841, 12
842, 12
843, 12
844, 11
845, 11
846, 11
847, 11
848, 12
849, 12
850, 10
851, 9
852, 9
853, 9
854, 9
855, 10
856, 10
857, 11
858, 11
859, 11
860, 10
861, 10
862, 11
863, 12
864, 12
865, 11
866, 10
867, 9
868, 9
869, 9
870, 9
871, 7
872, 8
873, 8
874, 8
875, 7
876, 7
877, 6
878, 6
879, 7
880, 7
881, 7
882, 7
883, 7
884, 7
885, 7
886, 7
887, 7
888, 7
889, 5
890, 6
891, 7
892, 7
893, 7
894, 7
895, 7
896, 6
897, 6
898, 6
899, 6
900, 6
901, 6
902, 6
903, 6
904, 6
905, 6
906, 6
907, 6
908, 5
909, 5
910, 5
911, 6
912, 6
913, 6
914, 6
915, 6
916, 5
917, 6
918, 6
919, 7
920, 7
921, 6
922, 6
923, 5
924, 5
925, 5
926, 5
927, 5
928, 4
929, 4
930, 4
931, 4
932, 4
933, 3
934, 4
935, 5
936, 5
937, 5
938, 6
939, 6
940, 6
941, 6
942, 6
943, 6
944, 7
945, 7
946, 7
947, 7
948, 6
949, 6
950, 6
951, 6
952, 5
953, 5
954, 6
955, 6
956, 5
957, 5
958, 1
959, 1
960, 1
961, 1
962, 1
963, 1
964, 1
965, 1
966, 1
967, 1
968, 1
969, 1
970, 1
971, 1
972, 1
973, 1
974, 1
975, 1
976, 1
977, 1
978, 2
979, 2
980, 2
981, 2
982, 2
983, 2
984, 2
985, 2
986, 2
987, 2
988, 2
989, 1
990, 1
991, 1
992, 1
993, 1
994, 1
995, 1
996, 1
997, 2
998, 2
999, 2
1000, 2
1001, 2
1002, 2
1003, 3
1004, 3
1005, 2
1006, 2
1007, 2
1008, 2
1009, 2
1010, 2
1011, 2
1012, 2
1013, 2
1014, 2
1015, 2
1016, 2
1017, 2
1018, 2
1019, 2
1020, 2
1021, 2
1022, 2
1023, 2
1024, 2
1025, 2
1026, 2
1027, 2
1028, 2
1029, 2
1030, 2
1031, 1
1032, 0
1033, 0
1034, 0
1035, 0
1036, 0
1037, 0
1038, 0
1039, 0
1040, 0
1041, 0
1042, 0
1043, 0
1044, 0
1045, 0
1046, 0
1047, 0
1048, 0
1049, 0
1050, 0
1051, 0
1052, 0
1053, 0
1054, 0
1055, 0
1056, 0
1057, 0
1058, 0
1059, 0
1060, 0
1061, 0
1062, 0
1063, 0
1064, 0
1065, 0
1066, 0
1067, 0
1068, 0
1069, 0
1070, 0
1071, 0
1072, 0
1073, 0
1074, 0
1075, 0
1076, 0
1077, 0
1078, 0
1079, 0
1080, 0
1081, 0
1082, 0
1083, 0
1084, 0
1085, 0
1086, 0
1087, 0
1088, 0
1089, 0
1090, 0
1091, 0
1092, 0
1093, 0
1094, 0
1095, 0
1096, 0
1097, 0
1098, 0
1099, 0
1100, 0
1101, 0
1102, 0
1103, 0
1104, 0
1105, 0
1106, 0
1107, 0
1108, 0
1109, 0
1110, 0
1111, 0
1112, 0
1113, 0
1114, 0
1115, 0
1116, 0
1117, 0
1118, 0
1119, 0
1120, 0
1121, 0
1122, 0
1123, 0
1124, 0
1125, 0
1126, 0
1127, 0
1128, 0
1129, 0
1130, 0
1131, 0
1132, 0
1133, 0
1134, 0
1135, 0
1136, 0
1137, 0
1138, 0
1139, 0
1140, 0
1141, 0
1142, 0
1143, 0
1144, 0
1145, 0
1146, 0
1147, 0
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, 0
1156, 0
1157, 0
1158, 0
1159, 0
1160, 0
1161, 0
1162, 0
1163, 0
1164, 0
1165, 0
1166, 0
1167, 0
1168, 0
1169, 0
1170, 0
1171, 0
1172, 0
1173, 0
1174, 0
1175, 0
1176, 0
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 0
1184, 0
1185, 0
1186, 0
1187, 0
1188, 0
1189, 0
1190, 0
1191, 0
1192, 0
1193, 0
1194, 0
1195, 0
1196, 0
1197, 0
1198, 0
1199, 0
1200, 0
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 0
1210, 0
1211, 0
1212, 0
1213, 0
1214, 0
1215, 0
1216, 0
1217, 0
1218, 0
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 0
1232, 0
1233, 0
1234, 0
1235, 0
1236, 0
1237, 0
1238, 0
1239, 0
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
