Year, Number of Households
800, 14
801, 17
802, 18
803, 18
804, 20
805, 21
806, 20
807, 19
808, 19
809, 18
810, 17
811, 18
812, 18
813, 18
814, 19
815, 19
816, 19
817, 17
818, 18
819, 18
820, 18
821, 19
822, 20
823, 19
824, 19
825, 20
826, 19
827, 22
828, 22
829, 23
830, 24
831, 24
832, 24
833, 22
834, 20
835, 20
836, 19
837, 19
838, 17
839, 16
840, 16
841, 16
842, 16
843, 16
844, 16
845, 16
846, 16
847, 16
848, 16
849, 17
850, 16
851, 15
852, 16
853, 15
854, 15
855, 14
856, 14
857, 14
858, 12
859, 12
860, 9
861, 7
862, 7
863, 6
864, 6
865, 6
866, 6
867, 5
868, 6
869, 6
870, 6
871, 6
872, 6
873, 6
874, 7
875, 7
876, 7
877, 7
878, 7
879, 7
880, 6
881, 6
882, 5
883, 5
884, 5
885, 5
886, 5
887, 5
888, 5
889, 5
890, 5
891, 5
892, 5
893, 6
894, 6
895, 6
896, 6
897, 6
898, 7
899, 6
900, 6
901, 6
902, 6
903, 6
904, 6
905, 5
906, 5
907, 5
908, 5
909, 5
910, 6
911, 6
912, 6
913, 6
914, 6
915, 7
916, 7
917, 7
918, 7
919, 7
920, 7
921, 8
922, 8
923, 9
924, 9
925, 9
926, 8
927, 8
928, 8
929, 7
930, 7
931, 7
932, 6
933, 6
934, 6
935, 6
936, 6
937, 6
938, 6
939, 6
940, 6
941, 5
942, 5
943, 5
944, 5
945, 5
946, 3
947, 3
948, 4
949, 4
950, 4
951, 4
952, 4
953, 4
954, 3
955, 3
956, 2
957, 1
958, 1
959, 1
960, 1
961, 1
962, 1
963, 1
964, 1
965, 1
966, 2
967, 2
968, 2
969, 2
970, 2
971, 2
972, 2
973, 2
974, 2
975, 2
976, 2
977, 2
978, 2
979, 2
980, 2
981, 2
982, 2
983, 1
984, 1
985, 1
986, 1
987, 2
988, 2
989, 2
990, 2
991, 2
992, 2
993, 2
994, 2
995, 2
996, 2
997, 2
998, 2
999, 2
1000, 1
1001, 1
1002, 1
1003, 1
1004, 1
1005, 1
1006, 1
1007, 1
1008, 1
1009, 1
1010, 1
1011, 1
1012, 1
1013, 1
1014, 1
1015, 1
1016, 1
1017, 1
1018, 1
1019, 1
1020, 1
1021, 1
1022, 0
1023, 0
1024, 0
1025, 0
1026, 0
1027, 0
1028, 0
1029, 0
1030, 0
1031, 0
1032, 0
1033, 0
1034, 0
1035, 0
1036, 0
1037, 0
1038, 0
1039, 0
1040, 0
1041, 0
1042, 0
1043, 0
1044, 0
1045, 0
1046, 0
1047, 0
1048, 0
1049, 0
1050, 0
1051, 0
1052, 0
1053, 0
1054, 0
1055, 0
1056, 0
1057, 0
1058, 0
1059, 0
1060, 0
1061, 0
1062, 0
1063, 0
1064, 0
1065, 0
1066, 0
1067, 0
1068, 0
1069, 0
1070, 0
1071, 0
1072, 0
1073, 0
1074, 0
1075, 0
1076, 0
1077, 0
1078, 0
1079, 0
1080, 0
1081, 0
1082, 0
1083, 0
1084, 0
1085, 0
1086, 0
1087, 0
1088, 0
1089, 0
1090, 0
1091, 0
1092, 0
1093, 0
1094, 0
1095, 0
1096, 0
1097, 0
1098, 0
1099, 0
1100, 0
1101, 0
1102, 0
1103, 0
1104, 0
1105, 0
1106, 0
1107, 0
1108, 0
1109, 0
1110, 0
1111, 0
1112, 0
1113, 0
1114, 0
1115, 0
1116, 0
1117, 0
1118, 0
1119, 0
1120, 0
1121, 0
1122, 0
1123, 0
1124, 0
1125, 0
1126, 0
1127, 0
1128, 0
1129, 0
1130, 0
1131, 0
1132, 0
1133, 0
1134, 0
1135, 0
1136, 0
1137, 0
1138, 0
1139, 0
1140, 0
1141, 0
1142, 0
1143, 0
1144, 0
1145, 0
1146, 0
1147, 0
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, 0
1156, 0
1157, 0
1158, 0
1159, 0
1160, 0
1161, 0
1162, 0
1163, 0
1164, 0
1165, 0
1166, 0
1167, 0
1168, 0
1169, 0
1170, 0
1171, 0
1172, 0
1173, 0
1174, 0
1175, 0
1176, 0
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 0
1184, 0
1185, 0
1186, 0
1187, 0
1188, 0
1189, 0
1190, 0
1191, 0
1192, 0
1193, 0
1194, 0
1195, 0
1196, 0
1197, 0
1198, 0
1199, 0
1200, 0
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 0
1210, 0
1211, 0
1212, 0
1213, 0
1214, 0
1215, 0
1216, 0
1217, 0
1218, 0
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 0
1232, 0
1233, 0
1234, 0
1235, 0
1236, 0
1237, 0
1238, 0
1239, 0
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
